date,Market Cap
2020-06-30,23471.03
2020-05-31,23080.94
2020-04-30,22802.17
2020-03-31,23296.69
2020-02-29,23470.13
2020-01-31,23147.13
2019-12-31,22526.3
2019-11-30,22522.29
2019-10-31,22674.39
2019-09-30,22512.53
2019-08-31,22500.24
