date,Market Cap
2020-06-30,44313.91
2020-05-31,43512.85
2020-04-30,42781.6
2020-03-31,42641.37
2020-02-29,43516.74
2020-01-31,43108.93
2019-12-31,42079.04
2019-11-30,41873.02
2019-10-31,42340.17
2019-09-30,41933.54
2019-08-31,42281.28
