date,Market Cap
2019-06-30,20693.3
2019-08-31,20877.74
2019-09-30,21067.72
2019-10-31,21208.01
2019-11-30,21134.98
2019-12-31,21202.69
2020-01-31,21412.91
2020-02-29,21408.83
2020-03-31,21400.52
